======================================== HEX 11 ========================================

### 六爻進程

--- general ---
Warning: 財務陷阱是把金錢觀我生變成對自己消費行為的無止境批判——每一次消費都被用來證明自己的金錢人格有問題。觀察的目的是理解自己在什麼情境下容易做出不符合自己長期利益的財務決定而非給自己貼上負面標籤。
Basis: ["觀我生進退","觀卦金錢自省","六三陰爻","兩週消費動機記錄","觀察是為理解而非批判"]
ScoreAdjust: {"clarity":5,"action":2,"risk":3,"change":3,"support":2,"timing":3}
QualityLevel: gold
Reviewed: true
ReviewedBy: line-category-gold-wave-05
ReviewedAt: 2026-07-14

ID: hex-020-line-3-people
Meaning: 觀我生在人際中指觀察自己在不同社交場合中呈現的不同面向——你可能發現在某些朋友面前你總是需要表現得很強、在某些人面前你會自動變得弱勢、在某些場合中你甚至不是你自己而是你所認為的那個場合期望的角色。六三陰爻的社交自我審視是讓你看見你的人際模式哪些是出於真誠的選擇哪些是出於對被排斥的恐懼。
Advice: 記錄一週的社交面具日記：每天結束時回顧你今天與不同的人互動時是否展現了不同版本的自己。標記出哪些互動中你感覺最像真正的自己、哪些讓你感到消耗和偽裝。一週後找出那個讓你最感到需要在對方面前偽裝的人或場合並問自己為什麼——你的答案會揭示你人際模式中最需要被觀我生的部分。
Warning: 人際陷阱是在進行社交面具日記後開始對自己的真實性產生焦慮——在不同的社會場合中展現不同面向是人類社交的正常功能問題在於這些不同面向之間的差距是否大到讓你感到自我分裂。另一陷阱是開始以展現真實為名在所有場合都完全沒有社交修飾讓身邊的人感到不適。
Basis: ["觀我生進退","觀卦社交自省","六三陰爻","一週社交面具日記","社交角色切換與自我分裂的界線"]
ScoreAdjust: {"clarity":5,"action":3,"risk":2,"change":3,"support":2,"timing":3}
QualityLevel: gold
Reviewed: true
ReviewedBy: line-category-gold-wave-05
ReviewedAt: 2026-07-14

ID: hex-020-line-3-family
Meaning: 觀我生在家庭中是對自己在家庭中行為模式的深刻觀察——你可能發現自己在家庭中不自覺地重複了你父母的角色模式、你可能發現自己對子女的期待其實是在投射自己未完成的渴望、或你可能發現在家庭衝突中你總是第一個退讓的人因為你從小被訓練成和平維護者。六三陰爻的家庭自省是直視這些模式並問自己這真的是我想要成為的家庭角色嗎。
Advice: 觀察一次接下來會發生的家庭互動（節日聚會或週末聚餐）中你自己的行為和情緒反應。不要嘗試改變任何事只是作為一個中立的觀察者記錄下自己在哪些時刻因為什麼觸發而自動進入了某個固定的反應模式。例如當母親開始碎碎念時你自動閉嘴、當兄弟開始比較成就時你自動感到壓力。這個觀察是你了解自己家庭模式的入口。
Warning: 家庭陷阱是觀我生後開始對自己的每一個家庭行為都過度分析讓家庭互動變得緊繃和不自然——觀察是內在的過程不需要外顯在行為上。另一陷阱是把自己的家庭模式全部歸因於父母而忽略了作為一個成年人你現在有能力和責任重新選擇自己的行為模式。
Basis: ["觀我生進退","觀卦家庭自省","六三陰爻","家庭互動中的中立觀察","成年人有能力重新選擇行為模式"]
ScoreAdjust: {"clarity":5,"action":3,"risk":3,"change":4,"support":3,"timing":3}
QualityLevel: gold
Reviewed: true
ReviewedBy: line-category-gold-wave-05
ReviewedAt: 2026-07-14

ID: hex-020-line-3-health
Meaning: 觀我生進退在健康中是觀察自己的生活型態和身體狀態之間的真實關聯——你可能一直說自己太忙沒時間運動但沒有觀察到你在滑手機上花了多少時間、你可能一直說自己天生就胖但沒有觀察到你的飲食中隱藏了多少加工食品。六三陰爻的健康自省是把那些你對自己說的合理化故事放在一邊誠實地觀察你實際的生活行為和身體反應之間的對應關係。本欄不做醫療診斷。
Advice: 進行一週的完全誠實健康記錄：不只是記錄你吃了什麼和動了多少而是記錄你在每一次不健康行為發生前的觸發情境——是什麼情緒、什麼時間點、什麼社交情境讓你最傾向做出不符合你健康目標的選擇。這些觸發情境的記錄才是你真正需要進退調整的對象。
Warning: 健康陷阱是進行誠實記錄後因為看到了自己不願意看到的事實而感到沮喪和自暴自棄——誠實的自我觀察是為了讓你更清醒地做出調整而不是讓你用更嚴厲的自我批判來懲罰自己。另一陷阱是在記錄中無意中美化自己的行為（你把自己的散步記錄為高強度運動）。
Basis: ["觀我生進退","觀卦健康自省","六三陰爻","一週完全誠實健康記錄","自我觀察不是自我懲罰"]
ScoreAdjust: {"clarity":5,"action":3,"risk":3,"change":3,"support":2,"timing":3}
QualityLevel: gold
Reviewed: true
ReviewedBy: line-category-gold-wave-05
ReviewedAt: 2026-07-14

ID: hex-020-line-3-decision
Meaning: 觀我生進退在決策中的核心應用是在做重大決定之前先觀察自己當前的身心狀態和情緒狀態——你可能因為最近連續的成功而過度自信、你可能因為疲勞而傾向選擇最省力的方案而非最好的方案、或者你可能因為恐懼而放大了特定選項的風險。六三陰爻的決策自省是了解你的決定有多少是來自於客觀分析有多少是來自於你當下未被覺察的情緒和狀態。
Advice: 在做出重大決定前強制進行一次決策前狀態檢查：用一到十分評估你當前的疲勞程度、情緒平穩度和自信程度。如果你在疲勞度高或情緒波動大的狀態下則將決策推遲至少二十四小時。這個簡單的自我觀察可以避免大量的情緒性決策失誤。
Warning: 決策陷阱是把決策前狀態檢查當成合理化拖延的工具——每次快到決定時刻就說我狀態不好再等等。狀態檢查是用來識別極端情況（如過度疲勞或強烈情緒下的決策）不是用來追求完美狀態的。另一陷阱是只在重大決定時做狀態檢查而忽略了日常累積的小決定也深受狀態影響。
Basis: ["觀我生進退","觀卦決策自省","六三陰爻","決策前狀態檢查","極端狀態的識別而非完美狀態的追求"]
ScoreAdjust: {"clarity":5,"action":3,"risk":3,"change":4,"support":2,"timing":3}
QualityLevel: gold
Reviewed: true
ReviewedBy: line-category-gold-wave-05
ReviewedAt: 2026-07-14

ID: hex-020-line-3-business
Meaning: 觀我生進退在創業中的體現是觀察自己作為創辦人的真實狀態——你是不是已經燃燒殆盡了卻還在對團隊說一切都很好？你是不是在一個已經應該轉向的產品路線上繼續加碼因為你不願意面對自己初期判斷有誤的事實？六三陰爻的創業自省是直視自己作為公司的核心人物你的狀態就是公司最重要的風險和機會因素之一。本欄不做獲利保證。
Advice: 安排一次季度創辦人自我審視日：把自己從日常運營中抽離出來一整天只做一件事——誠實地回答十個關於你自己和公司的深層問題（你是否仍然對公司的核心使命有熱情？你最大的盲點是什麼？如果一個誠實的外部顧問來評估公司他會說你現在最該做什麼？）。把答案寫下來且不分享給任何人只是為了讓自己面對真實。
Warning: 創業陷阱是把自我審視的結論分享給團隊作為你突然改變方向的理由——你的自我審視是內部資訊在你還沒消化和轉化為可行的策略之前不應該讓它的原始形式影響團隊的穩定。另一陷阱是每次自我審視後都得出需要融資或擴張的結論而忽略了收縮和聚焦也是一種有智慧的前進。
Basis: ["觀我生進退","觀卦創業自省","六三陰爻","季度創辦人自我審視日","自省結論需要消化後才能轉化為行動"]
ScoreAdjust: {"clarity":5,"action":3,"risk":4,"change":4,"support":2,"timing":3}
QualityLevel: gold
Reviewed: true
ReviewedBy: line-category-gold-wave-05
ReviewedAt: 2026-07-14

ID: hex-020-line-3-legal
Meaning: 觀我生進退在法律中對應當事人對自己在案件中的真實角色和責任進行誠實審視——你可能一直在說服自己完全是對方的錯但如果你誠實地審視自己在此事中的行為你會發現你也有一部分責任。六三陰爻的法律自省不是要你放棄法律防禦而是讓你在策略制定時能夠更準確地評估自己在案件中的真實處境而不是只活在自己建構的受害或正義敘事中。本欄不做法律結果判定。
Advice: 在案件準備過程中找一個你信任且能夠對你說真話的人（不一定是你的律師）請他從一個完全中立的旁觀者角度告訴你：他認為你在這件事中的責任比例是多少、他認為你在哪些關鍵點上有不同選擇的空間。聽完後不要辯護只是讓這個外部視角與你自己的內部敘事進行對話。
Warning: 法律陷阱是把自我審視中看到的自己部分責任當成全責而放棄了本該積極爭取的合法權益——誠實的自我審視不是自我定罪而是為了在法庭上有更真實更可信的立場。另一陷阱是完全拒絕進行任何自我審視認為只要對方有錯自己就完全沒有責任。
Basis: ["觀我生進退","觀卦法律自省","六三陰爻","外部中立者的責任評估","自我審視不是自我定罪"]
ScoreAdjust: {"clarity":5,"action":3,"risk":3,"change":3,"support":1,"timing":3}
QualityLevel: gold
Reviewed: true
ReviewedBy: line-category-gold-wave-05
ReviewedAt: 2026-07-14

ID: hex-020-line-3-spiritual
Meaning: 觀我生進退在修行中是最核心的修行方法——不是觀察外在的對象而是觀察自己的心：這個正在思考、正在感受、正在執著的心此刻的真實狀態是什麼。六三陰爻的修行自省是不看自己表面上做了多少形式上的修行（打坐幾小時、念誦多少遍）而是誠實地觀察自己在日常生活中煩惱是否真的減少了、對他人的慈悲是否真的增加了、對自我的執著是否真的鬆動了。
Advice: 在接下來一週將你的修行重點從形式練習轉移到日常生活中的觀我生：每天設定三個隨機的提醒（可以是手機鬧鐘或每次喝水時）在提醒響起時暫停正在做的事花三十秒只是觀察自己此刻的內在狀態——我此刻心中主要的感受是什麼？我此刻對誰或什麼事有執著？不試圖改變只是觀察。
Warning: 修行陷阱是把觀我生變成另一個修行功課的績效指標——我今天觀察了自己三十次、我這個月的覺察力進步了。當你把觀我生變成可以被量化和比較的項目時它就不再是觀我生而是一種更細緻的我執。另一陷阱是觀我生後因為看見了自己有這麼多的煩惱而陷入修行上的自我否定覺得修行無望。
